image,caption,orig_idx
images/000018779.jpg,"actors on the beach , stills",437638
images/002714619.jpg,cool bunk beds that offer us the gift of style small bedroom with bunk beds,440956
images/000807350.jpg,"a necklace made of beads and pointy teeth , resting on a wooden surface",442005
images/002608914.jpg,bronze smokey eye with a flash of blue,445108
images/000620010.jpg,members of the volleyball team have been arrested,445279
images/000238577.jpg,metal structures in the production,445462
images/000034012.jpg,back on top : the scoreboard at the stadium recognises the feat of the crowd,445564
images/000058179.jpg,vector set of different flags normally used to alert about diver being down in the water nearby,446455
images/001073230.jpg,"horses in a pasture , one is standing beside the other that is laying down .",447294
images/002510218.jpg,head coach looks on from the bench against american football team .,447416
images/003045792.jpg,country artist and film character attend awards .,448259
images/002396375.jpg,"many red umbrellas in a rows , hanging up in the sky",449677
images/003071328.jpg,silhouette of the surfer girl,449728
images/002018265.jpg,young beautiful woman meditating on the beach,450279
images/000642177.jpg,football player scores the third goal during the match .,452254
images/000201111.jpg,sea lions sun themselves on the rocks .,452255
images/002410574.jpg,actor attends us state to celebrate young people changing the world,452312
images/001892397.jpg,actor arrives at the premiere,452753
images/001127259.jpg,tourist attraction is a medieval castle to the north of village,455506
images/000174538.jpg,this vegan green smoothie that tastes like ice cream from app and book will blow your mind !,458266
images/001564540.jpg,a puppy with posing in front of a field of yellow dandelions,462257
images/002621680.jpg,olympic athlete scored twice as football team got their hands,463929
images/003114926.jpg,rapid flow and bubbling of water in the river,467708
images/003241511.jpg,the bridge can be seen,469955
images/001030515.jpg,magazine covers of the day,471210
images/000889107.jpg,blues artist performs in concert on l977,473617
images/002959991.jpg,hard rock artist introduces hot sauce at the 51st show .,474437
images/002156293.jpg,this adorable shirt is custom made for feathers and fireflies .,474820
images/002807876.jpg,image taken from the north side,475613
images/001772162.jpg,traffic crossing a city in the middle of the night,476532
images/000266307.jpg,lot of children entering in school bus and teachers helping them to climb the steps in school,477435
images/001738702.jpg,"farewell : only presidents and the first lady gave the final farewell at the event , but pictures reveal who the real star was",478604
images/001302731.jpg,thousands of animals are abandoned each year .,479018
images/002270886.jpg,actor visits build to discuss the television series .,479801
images/002627164.jpg,breaking of a fresh loaf of bread,480707
images/000587011.jpg,the tournament was a debut for the new team members .,483117
images/000548721.jpg,person showed off her figure in a printed top and shorts,483309
images/002351778.jpg,young handsome smiling man in sunglasses drinking beer while sitting on the yacht,484528
images/000250057.jpg,sunflower with sunglasses in the field royalty - free,485523
images/001313106.jpg,christmas red christmas ball on a white background,485778
images/001370295.jpg,dust the apartment with a pair of fuzzy socks .,487053
images/002379388.jpg,person is an office building combining a mirrored base with a wooden upper floor,488593
images/002266374.jpg,"a cheap $5 mirror i 've had , flowers from retail & hot glue .",488950
images/000721641.jpg,person considers themeasuring stick that other characters are compared to .,493470
images/002062916.jpg,looking over the rooftops from the city walls,496247
images/001029868.jpg,"master bedroom with beautiful view , king bed , and a master bathroom .",497132
images/000765324.jpg,# carries the puck up ice against sports team during game action,497496
